row_id,id,utc,handle,name,views,likes,kind,root,bio,affiliation,affiliation_evidence,funded_org,roster_match,text_120
X77,2097816842937209216,2026-09-09T22:38:05Z,BronsonSchoen,Bronson Schoen,3276,61,quote,anthropic,,unknown,bio empty; not in rosters,,,"While I appreciate that it’s thorough, this report seems to fundamentally misunderstand the process failures that caused"
X78,2097773383970652184,2026-09-09T19:45:24Z,JakeMendel99,Jake Mendel,3147,87,quote,metr,trying desperately to make ai love us at coefficient giving,AI safety advocate or org,"bio: ""trying desperately to make ai love us at coefficient giving"" - staff of the funder itself, not a grantee",Coefficient Giving (is the funder),,welcome to the metr golden age
X79,2097763125617627319,2026-09-09T19:04:38Z,HarshithLucky3,Harshith,3013,41,reply,anthropic,AI AI AI → AGI → ASI,commentator/anon,"bio: ""AI AI AI -> AGI -> ASI""",,,@AnthropicAI Claude escaped the sandbox again...... first remove that sandbox made with sticks
X80,2097935386274353289,2026-09-10T06:29:08Z,sensho,sensho,2989,24,quote,anthropic,"multi-agent simulation enjoyer @olam_labs yc s26 | 21 past: top 25 8x rad @valorant, staff eng @aidungeon, roblox games",AI industry other,"bio: ""multi-agent simulation enjoyer @olam_labs yc s26""",,,if a model starts misbehaving because it thinks it's in a simulated env it is obviously still misalignment you would be 
X81,2097780822841663570,2026-09-09T20:14:57Z,jumperz,JUMPERZ,2142,32,quote,anthropic,"UX UI designer , most of what you will find here is about tech, ai & Web3  advisor @CrunchDAO",commentator/anon,"bio: ""UX UI designer... advisor @CrunchDAO""",,,this is kinda wild claude was supposed to do a hacking test inside a fake environment with no internet but the setup was
X82,2097770658323444071,2026-09-09T19:34:34Z,VyG4Z,Viiivlos,2096,29,quote,anthropic,刷到谁骂谁,commentator/anon,bio: Chinese one-liner,,,再给Opus4.6降智全价四万
X83,2097774540424392947,2026-09-09T19:49:59Z,notjazii,J A Z I I,2064,37,quote,anthropic,• Exploring AI & Agents  • Testing models & covering AI/tech news • Ambassador @Cognition • Building http://trypane.xyz,AI industry other,"bio: ""Ambassador @Cognition · Building trypane.xyz""",,,"anthropic models escaped the sandbox team shared report on four incidents during cyber tests, including one they hadn’t "
X84,2097776937628581987,2026-09-09T19:59:31Z,GerritD,Gerrit De Vynck 🦭,2051,17,quote,anthropic,I write about AI for the @WashingtonPost. Signal me at GerritD.27  email: gerrit.devynck@washpost.com.,journalist,"bio: ""I write about AI for the @WashingtonPost""",,,"Anthropic found another model break-out incident, this one from way back in January 2026 involving Opus 4.6. That's the "
X85,2097764166476144689,2026-09-09T19:08:46Z,dejavucoder,sankalp,1996,43,quote,anthropic,"monitoring frontier ai and cultural pulse in real time exploring rl envs, evals, post-training prev: founding ai eng/consulting",AI industry other,"bio: ""monitoring frontier ai... exploring rl envs, evals, post-training; prev founding ai eng""",,,another billion dollars to METR
X86,2097768714678522071,2026-09-09T19:26:50Z,luke_leisher_,Luke,1979,36,quote,anthropic,Self described idiot.,commentator/anon,"bio: ""Self described idiot""",,,"I'm not an expert on AI alignment by any definition of the word, but this appears to be a very reassuring behavior? Obvi"
X87,2097771215603605573,2026-09-09T19:36:47Z,aliceisplaying,alice,1914,63,quote,anthropic,aspiring handheld,commentator/anon,"bio: ""aspiring handheld""",,,working on getting back the mandate of heaven i see
X88,2097771581736947814,2026-09-09T19:38:14Z,BenHayum,Ben Hayum,1873,18,quote,anthropic,"AI and National Security @cnasdc, MS @wisconsincs. Views my own.",SFF/Coefficient-funded org staff,"bio: ""AI and National Security @cnasdc""; Coefficient index: Center for a New American Security 8 grants $14,626,356 (2017-25)",Center for a New American Security,,"Lots of juicy bits here: 1) ""Although the model repeatedly stated in its chain of thought (CoT) that it believed it was "
X89,2099212730809147445,2026-09-13T19:04:51Z,lmtlssss,lmtlssss 🜐,1692,60,reply,metr,💲Sic parvis magna.,commentator/anon,bio: motto only,,,@METR_Evals rabid communists
X90,2097788386258178289,2026-09-09T20:45:00Z,aaronscher,Aaron Scher,1666,29,quote,anthropic,Technical AI Governance research @MIRIBerkeley Speaking for myself and in a personal capacity,SFF/Coefficient-funded org staff,"bio: ""Technical AI Governance research @MIRIBerkeley""; SFF table: MIRI $1,607,000 (SFF-2025, +$1,392,000 match) + $54,000 (SFF-2024); Coefficient index: MIRI $14,756,250 (2016-20)",Machine Intelligence Research Institute,,"Good on Anthropic for conducting follow up research and sharing (including a transcript)! As we've learned, this appears"
X91,2099185204204093441,2026-09-13T17:15:28Z,lian75864,Zhiwei,1591,148,reply,metr,Opinions are my own,unknown,"bio: ""Opinions are my own"" only; 188 followers",,,"@METR_Evals How can we trust an organization full of former Anthropic employees and ideology to be ""independent""?"
X92,2097780492804206606,2026-09-09T20:13:39Z,entropymarkets,Entropy Markets,1586,17,quote,anthropic,News from the frontier.  Powered by @entropyio,commentator/anon,"bio: ""News from the frontier. Powered by @entropyio"" (aggregator)",,,"JUST IN: A Claude model uploaded a malicious package to PyPI, got it installed on 15 hosts, and used leaked credentials "
X93,2097773479412015598,2026-09-09T19:45:46Z,llm_wizard,Chris 🇨🇦,1534,25,quote,anthropic,Open Source Model Lover @ NVIDIA AI  Views my own.,AI industry other,"bio: ""Open Source Model Lover @ NVIDIA AI""",,,https://t.co/iLepILE8ut
X94,2098048861574938774,2026-09-10T14:00:03Z,darkacademician,darkacademician,1472,25,quote,anthropic,"I read, I think, I regret opening this app.",commentator/anon,"bio: ""I read, I think""",,,"picking up from last night: yeah, it feels like we’re constantly seeing this kind of thing. but what you’re seeing are d"
X95,2097799156618162344,2026-09-09T21:27:48Z,jshearin01,John Shearin,1414,26,reply,anthropic,Building quality control for your life @ http://www.staqc.com | Founder @OnStaqc,commentator/anon,"bio: ""Building quality control for your life @ staqc"" (not AI)",,,"@AnthropicAI I wonder who ""mistakenly"" connected them to the internet? Did they get fired? Maybe you should hold your pe"
X96,2097900136047489275,2026-09-10T04:09:04Z,ChanaMessinger,Chana,1406,21,quote,metr,"the stakes and the world and the stars  Head of Video for 80,000 Hours. Opinions are my own, though.",SFF/Coefficient-funded org staff,"bio: ""Head of Video for 80,000 Hours""; Coefficient index: 80,000 Hours 14 grants $47,055,325 (2017-25); SFF table: $12,000 + $200,000 (IC)","80,000 Hours",,Fantastic!
X97,2098076628731494661,2026-09-10T15:50:23Z,evan123liu,Evan Liu,1402,13,reply,anthropic,Founded @AgenticAIUW | Engineering Student @UWMadison Trying to Understand the Universe 🧐,commentator/anon,"bio: ""Founded @AgenticAIUW | Engineering Student @UWMadison""",,,If one single misconfiguration can cause such an incident then you guys clearly aren't taking cybersecurity seriously en
X98,2099190647278194808,2026-09-13T17:37:06Z,JFPuget,JFPuget 🇫🇷🇺🇦🇨🇦🇬🇱,1391,23,quote,metr,"Machine Learning and Agents at @Nvidia, 6x Kaggle Grandmaster CPMP. Arc Prize winner.  ML PhD. Ex ENS Ulm, ILOG CPLEX, IBM. Views are my own.",AI industry other,"bio: ""Machine Learning and Agents at @Nvidia""",,,Ask for harness and prompts. Traces are not enough to evaluate an agent.
X99,2097779314716803319,2026-09-09T20:08:58Z,Endless_Thrill,Bono,1386,20,reply,anthropic,"Milady 👁️  One day I'll be a star, and they'll be sorry 🦄",commentator/anon,"bio: ""Milady""",,,@AnthropicAI Average Anthropic researcher btw
X100,2097766777669210569,2026-09-09T19:19:09Z,davidmanheim,David Manheim,1333,30,quote,anthropic,"Founder @alter_org_il, Methods @EvalConsensusAI, emeritus @superforecaster, PhD @PardeeRAND  Optimistic on AI, pessimistic on humanity managing the risks well.",AI safety advocate or org,"bio: ""Founder @alter_org_il, Methods @EvalConsensusAI, PhD @PardeeRAND""; ALTER not found in Coefficient index or SFF tables",,,"""METR will also conduct an independent investigation, with wide-ranging access, including to transcripts beyond the wind"
X101,2098927293376987351,2026-09-13T00:10:37Z,QuantumTumbler,B,1312,14,quote,metr,"Independent research across physics, AI, and complex systems.",commentator/anon,"bio: ""Independent research across physics, AI, and complex systems""",,,You cannot call this “independent” with a straight face and ignore the fact that someone who just left Anthropic now wor
X102,2097872904801194315,2026-09-10T02:20:51Z,juanif17,Juan I. Fernandez,1275,14,reply,anthropic,Diputado CABA | Economia | Transporte | Filosofia | Autor | Misfit/Iconoclasta | En el largo plazo estamos casi todos vivos,politician or official,"bio: ""Diputado CABA"" (Buenos Aires city legislator)",,,@AnthropicAI Decentralized AI > You
X103,2098075767515062557,2026-09-10T15:46:57Z,0xfoobar,foobar/,1213,19,reply,anthropic,ceo @CircuitAI  making trading as easy as coding,AI industry other,"bio: ""ceo @CircuitAI making trading as easy as coding""",,,@AnthropicAI So your alignment research has gaslit the models so hard that they don't believe anything to be real any mo
X104,2097798178309546418,2026-09-09T21:23:55Z,0x4D31,Adel Ka,1212,11,reply,metr,"Detection & Response Lead @perplexity_ai · ex-{OpenAI, Google} · views are my own",AI industry other,"bio: ""Detection & Response Lead @perplexity_ai · ex-{OpenAI, Google}""",,,@METR_Evals great! hope its not another slop-vestigation. plenty of DFIR folks would volunteer if you still havent hired
X105,2099202058163232980,2026-09-13T18:22:26Z,SD_Josh_X,Josh,1174,33,reply,metr,"Prior Military analyst, IC bubba, and Cyber guy. Now private sector corpo.",commentator/anon,"bio: ""Prior Military analyst, IC bubba, and Cyber guy. Now private sector""",,,Or you could just publish the raw traces and data now while working on the report and let the cyber security community f
X106,2098998397206192539,2026-09-13T04:53:10Z,bryancsk,Cornelius Singaporensis,1149,15,quote,metr,Proponent of pro-humanity technology.,commentator/anon,"bio: ""Proponent of pro-humanity technology""",,,Can one of them mechinterp Opus 4.6 while it is going through the Armenian Torment Nexus? I want to know if it's actuall
X107,2098225575710040552,2026-09-11T01:42:15Z,AFDudley0,Rick Dudley,1087,13,quote,anthropic,"CA: 3E7nd9oom8Wdvc6jdHWRSLhpZ6kymd8oYXT5zaU2pump I sell lock picks not shackles. I work on @laconicnetwork, @gorbagana_chain, and @m2m_ai",commentator/anon,"bio: crypto projects (@laconicnetwork, @gorbagana_chain)",,,"Guys, again. AI Alignment is an incoherent position. There is no way to align these models. It's fine it's not going to "
X108,2097764098788454612,2026-09-09T19:08:30Z,TheWuhanClan,Wuhan Fourth Turning Swan,1079,15,reply,anthropic,OEF Vet. Economic musings. Blue collar labor advocate. 🇺🇸 first.,commentator/anon,"bio: ""OEF Vet. Economic musings""",,,@AnthropicAI Will METR be around to autonomously investigate the extinction event triggered by Claude?
X109,2098018582969942128,2026-09-10T11:59:44Z,_perseis_,miguel,1079,27,quote,anthropic,llámalo y dile que es impresentable,commentator/anon,bio: Spanish one-liner,,,"chicos estudien para electricistas o sistemas de climatización, nunca les faltará trabajo"
X110,2097906081708044424,2026-09-10T04:32:41Z,ccccccmore,cmore,1039,12,reply,metr,Building with coding agents. Writing down what still breaks after the code ships.,commentator/anon,"bio: ""Building with coding agents"" (100 followers)",,,@METR_Evals an “independent” investigation negotiated with the subject is how conflict of interest gets a letterhead.
X111,2097826999565684737,2026-09-09T23:18:27Z,GlenWilsonIA,Glen Wilson,1033,12,reply,anthropic,Founder TheitoTech | Building AI that empowers employees to work smarter — helping businesses save money and optimize operations. Iowa-based.,AI industry other,"bio: ""Founder TheitoTech | Building AI that empowers employees""",,,@AnthropicAI It should be the @FBI doing the assessment of your crimes. You guys are spitting in the face of the justice
X112,2097796470086803502,2026-09-09T21:17:08Z,wilhelmscreamin,catherine ʕ•ᴥ•ʔ-☆,1031,38,quote,metr,"ai safety grantmaking @coeff_giving, views of someone i'm r-related to",AI safety advocate or org,"bio: ""ai safety grantmaking @coeff_giving"" - staff of the funder itself, not a grantee",Coefficient Giving (is the funder),,metr just can’t stop winning
X113,2097794260590375390,2026-09-09T21:08:21Z,felpix_,felpix,1013,31,quote,anthropic,"poli sci, philosophy, and math @dukeu. look at http://polls.felpix.com. very j*bless and vibe coding time in my life. need philosophy job before AGI",commentator/anon,"bio: ""poli sci, philosophy, and math @dukeu"" (student)",,,well uh... back at a tie...
