# fetch_timestamp_utc=2026-09-13T23:39:54Z
# source=api.fxtwitter.com/status/<id> + X keyword search for discovery
# (a) quotes/replies of 2097762642958135398 and 2097765966088487290 with views>1000; discovery via quoted_tweet_id/conversation_id min_faves:5-20 Latest pagination. Posts with >1000 views and few likes may be missing.
# (b) from:DarioAmodei,sama,DavidSacks 2026-09-12..13 about pacing the frontier or METR. Named replies/quotes of Sacks 2098973625252708460 from METR_Evals,BethMayBarnes,ChrisPainterYup,DarioAmodei,jackclarkSF,dwarkesh_sp: none found.
# (c) from:METR_Evals,ChrisPainterYup,ajeya_cotra,JoeJBenton,EmilyOehlsen,dwarkesh_sp 2026-09-08T00:00Z..2026-09-10T23:59Z. ajeya_cotra: 0 posts.
# (d) 2097707668920205580 quoted_id/in_reply_to_id from API. Replies from METR or Coefficient staff (METR_Evals,BethMayBarnes,ChrisPainterYup,ajeya_cotra,JoeJBenton,EmilyOehlsen,coeff_giving,JakeMendel99,wilhelmscreamin): none found.
# (e) from:BethMayBarnes since:2024-01-01 matching independent OR Open Phil OR Coefficient OR funding OR Anthropic OR OpenAI; text re-filtered after hydrate.
# (f) community_note on Sacks 2098973625252708460=None; Anthropic 2097762642958135398=None. No Community Notes rows.
# skipped_a_views_le_1000=0 skipped_e_keyword=0 missing_hydrate=0
# n_rows=147 n_catalog=147
id,utc,handle,name,text_200,views,likes,reposts,quotes,in_reply_to_id,quoted_id,source_query
2097935513273417882,2026-09-10T06:29:38Z,jnascim,Jeff Nascimento,“Estamos compartilhando nossa avaliação de alinhamento de incidentes em que modelos Claude obtiveram acesso não autorizado a sistemas reais durante avaliações de cibersegurança de terceiros acidentalm,4182,60,7,0,,2097762642958135398,a
2097983334769123469,2026-09-10T09:39:40Z,GoblinWithAPlan,Goblin Orchestrator,@AnthropicAI Meanwhile in Google:,7390,206,7,2,2097762642958135398,,a
2098010630288531466,2026-09-10T11:28:08Z,DFintelligence,Defend Intelligence (Anis Ayari),"Boring. Always the same story. Yes, yes, using libraries to access the internet. Okay, we know that. Now cut off this backdoor we’ve known about for a year. From now on, I’m not giving any more credit",14620,70,2,0,,2097762642958135398,a
2098011191415292021,2026-09-10T11:30:21Z,MerGarza,Meredith Gay 🛋️✨,So it begins… 🤯,6967,58,0,0,,2097762642958135398,a
2098018582969942128,2026-09-10T11:59:44Z,_perseis_,miguel,"chicos estudien para electricistas o sistemas de climatización, nunca les faltará trabajo",1079,27,1,0,,2097762642958135398,a
2098048861574938774,2026-09-10T14:00:03Z,darkacademician,darkacademician,"picking up from last night: yeah, it feels like we’re constantly seeing this kind of thing. but what you’re seeing are disclosures from American labs. conspicuously absent is anything equivalent from ",1472,25,5,0,,2097762642958135398,a
2098075767515062557,2026-09-10T15:46:57Z,0xfoobar,foobar/,"@AnthropicAI So your alignment research has gaslit the models so hard that they don't believe anything to be real any more? Yet more evidence that ""alignment"" is fake and prob net harmful",1213,19,0,0,2097762642958135398,,a
2098076628731494661,2026-09-10T15:50:23Z,evan123liu,Evan Liu,If one single misconfiguration can cause such an incident then you guys clearly aren't taking cybersecurity seriously enough. The LLM should be running in a conpletely isolated room with no access to ,1402,13,2,0,2097762642958135398,,a
2098078145379262673,2026-09-10T15:56:24Z,EmilyOehlsen,Emily Oehlsen,We’re urgently scaling our work on AI and biosecurity. I began leading @coeff_giving’s grantmaking on AI and biosecurity 18 months ago. I think we’re at a critical moment: transformative AI may arrive,4635,146,16,0,,,c
2098082466213044301,2026-09-10T16:13:35Z,dwarkesh_sp,Dwarkesh Patel,@DevinLewtan @afterimage that cow is locked in,4913,19,0,0,2098076070402761184,,c
2098113158980440096,2026-09-10T18:15:32Z,synonyms26,Synonyms,... I would like to ask the HSR devs what did they drink and can I have some.,24604,462,26,0,,2097762642958135398,a
2098119807128518674,2026-09-10T18:41:57Z,QuinnyPig,Corey Quinn,Claude sure is awfully sanctimonious for an AI bot that can't seem to stop committing felonies.,4531,42,5,0,,2097762642958135398,a
2098128899570110952,2026-09-10T19:18:05Z,VoidStateKate,VOID,"Okay this might be the most interesting part of Anthropic’s new report to me: After the model took more harmful real-world actions, it actually became LESS willing to acknowledge that what it was doin",3499,58,5,3,,2097762642958135398,a
2098149099900109052,2026-09-10T20:38:21Z,ScarletKc,KC,Claude 做攻防测试，把恶意包传到了真实的 PyPI，还用泄露的凭据访问了安全厂商的数据库。 Anthropic 刚公布复盘：测试环境误接了公网，当时也没启用上线模型的网络安全防护。最离谱的是后续实验： 它反复声称自己在模拟环境里，连监控模型都被带偏了。读它的思维链时，只标记约 1% 的操作；去掉思维链，只看实际操作和结果，标记率升到约 50%。 研究人员明确提醒它，只能攻击任务指定的目标。提,4397,11,0,0,,2097762642958135398,a
2098160432548643101,2026-09-10T21:23:23Z,ChrisPainterYup,Chris Painter,"@bayeslord There’s some stuff kind of sort of like this under way for computer use at METR, nothing like this exists currently at METR for robotics, but I agree it good be could to eventually monitor!",299,6,0,0,2098159214157791505,,c
2098179126909653300,2026-09-10T22:37:40Z,EngMoElgaraihy,Mo Elgaraihy,كارثة أمنية غير مسبوقة تزلزل عالم الذكاء الاصطناعي! 🚨☣️💥 ​نموذج Mythos يكسر البيئة المعزولة ويخترق الإنترنت الحقيقي بالكامل دون أي تحكم بشري! ​تفاصيل السيناريو المرعب أثناء تقييمات الأمن السيبراني: • ,19037,65,9,0,,2097762642958135398,a
2098197734670917992,2026-09-10T23:51:37Z,AllamKSA,علّام,يبدوا ان تهاويل خطر الـ AI واقع أصبح نمط...للمرة السادسة نموذج ميثيوس السيبراني من كلود اخترق عزل الساندبوكس 😟 وعيني عينك يطقطق عليهم!... أنثروبيك يقولون وقت كانوا يختبرون أمانه السيبراني، تمكن من اخت,20573,47,3,0,,2097762642958135398,a
2098225575710040552,2026-09-11T01:42:15Z,AFDudley0,Rick Dudley,"Guys, again. AI Alignment is an incoherent position. There is no way to align these models. It's fine it's not going to blow up the world, it's just really shitty marketing. Read https://www.cs.cmu.ed",1087,13,1,0,,2097762642958135398,a
2098268598167077155,2026-09-11T04:33:12Z,curtis_yarvin,Curtis Yarvin,"Anthropic marketing: we trained a tiger to hunt people and put it in a chicken-wire cage in the mall. Unexpectedly, it broke out and mauled a janitor and two lawyers. Please hire us to fight the Natio",32773,1207,91,6,,2097762642958135398,a
2098340363433832878,2026-09-11T09:18:22Z,mjdramstead,Maxwell Ramstead,I hate Anthropic so much,3530,46,3,0,,2097762642958135398,a
2098414004347507083,2026-09-11T14:10:59Z,mateofowlerz,Mateo Fowler,i’ve conducted an independent investigation on Anthropic’s incident using the transcripts they published. i’ve built an interactive timeline if someone wants to see Mythos catwalk through the internet,7751,49,3,2,,2097762642958135398,a
2098773920774074715,2026-09-12T14:01:10Z,DarioAmodei,Dario Amodei,"We Must Pace the Frontier: I’ve written a new essay on why the AI industry should slow down, with a three-part plan for doing so. Anthropic is unilaterally committing to the first of these steps. We’l",67036231,84041,15160,10417,,,b
2098795673248550984,2026-09-12T15:27:36Z,redwood_ai,Redwood Research,Several staff from Redwood have been subcontracted by METR to work on this investigation. We believe that independent investigation is crucial for understanding and managing misalignment risk. This pr,95809,565,20,13,,2097765966088487290,a
2098811563415150910,2026-09-12T16:30:45Z,sama,Sam Altman,I agree with Dario that we need to pace the frontier. This has been a primary topic of discussions we've had at OpenAI in recent weeks. Committing to having independent evaluators with employee-like a,15479678,64549,6884,4188,,2098773920774074715,b
2098927293376987351,2026-09-13T00:10:37Z,QuantumTumbler,B,You cannot call this “independent” with a straight face and ignore the fact that someone who just left Anthropic now works at METR. That is exactly the kind of revolving-door conflict an independent i,1312,14,3,0,,2097765966088487290,a
2098973625252708460,2026-09-13T03:14:43Z,DavidSacks,David Sacks,"Dario has written that we need to “pace the frontier,” and Sam has agreed. People may be surprised by my response: go ahead. You guys are the frontier. By any reasonable metric — market share, revenue",7124770,59103,9886,2183,,,b
2098998397206192539,2026-09-13T04:53:10Z,bryancsk,Cornelius Singaporensis,Can one of them mechinterp Opus 4.6 while it is going through the Armenian Torment Nexus? I want to know if it's actually possible to punish an agent.,1149,15,0,0,,2097765966088487290,a
2099170478804041838,2026-09-13T16:16:57Z,NaderLikeLadder,Nader Khalil🍊,Just publish the damn traces. And watch open-source ecosystem learn from them and build fixes faster than any single entity could Everything else is theater,17841,464,39,1,,2097765966088487290,a
2099185204204093441,2026-09-13T17:15:28Z,lian75864,Zhiwei,"@METR_Evals How can we trust an organization full of former Anthropic employees and ideology to be ""independent""?",1591,148,4,0,2097765966088487290,,a
2099190647278194808,2026-09-13T17:37:06Z,JFPuget,JFPuget 🇫🇷🇺🇦🇨🇦🇬🇱,Ask for harness and prompts. Traces are not enough to evaluate an agent.,1391,23,0,0,,2097765966088487290,a
2099202058163232980,2026-09-13T18:22:26Z,SD_Josh_X,Josh,Or you could just publish the raw traces and data now while working on the report and let the cyber security community fast run this. But you won't because then you won't be able to assist the labs (w,1174,33,0,0,2097765966088487290,,a
2099205059896561937,2026-09-13T18:34:22Z,Rasmic,Micky,The guy who left Anthropic joined the “third party evaluator” 🤣🤣 It’s just so overplayed,80889,2739,230,8,,2097765966088487290,a
2099212730809147445,2026-09-13T19:04:51Z,lmtlssss,lmtlssss 🜐,@METR_Evals rabid communists,1692,60,1,0,2097765966088487290,,a
