row_id,outlet,article_url,published,title,ai_flag,ai_rule,tarbell_byline,roster_id,source_id,source_url
DMITTECHN00258,MIT Technology Review,https://www.technologyreview.com/2025/12/08/1128982/the-download-four-still-big-breakthroughs-and-how-our-bodies-fare-in-extreme-heat/,2025-12-08,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00259,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1128990/hands-on-engineering/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00260,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1128993/investing-in-the-promise-of-quantum/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00261,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1128996/stand-up-for-research-innovation-and-education-3/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00262,MIT Technology Review,https://www.technologyreview.com/2025/12/10/1128999/exclusive-ebook-aging-clocks-understanding-why-we-age/,2025-12-10,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00263,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129000/secrets-of-the-sleep-deprived-brain/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00264,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129004/under-10-of-an-earthquakes-energy-makes-the-ground-shake/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00265,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129007/listening-to-battery-failure/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00266,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129010/building-materials-are-getting-closer-to-doubling-as-batteries/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00267,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129016/sponges-may-have-been-the-first-animals/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00268,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129019/how-the-longfellow-bridge-came-to-be/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00269,MIT Technology Review,https://www.technologyreview.com/2025/12/09/1129029/the-download-a-peek-at-ais-future/,2025-12-09,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00270,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129040/when-a-headache-is-more-than-just-a-pain/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00271,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129043/recent-books-from-the-mit-community-26/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00272,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129046/the-lessons-of-challenger/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00273,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129051/from-chorallaries-to-choralums/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00274,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129055/technologist-supports-cancer-care/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00275,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129058/a-quantum-leap-for-programming/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00276,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129061/ski-style-gets-a-lift/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00277,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129064/reflections-on-glass/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00278,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129070/joe-sikoscow-06-and-jill-durso/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00279,MIT Technology Review,https://www.technologyreview.com/2025/12/10/1129079/how-one-controversial-startup-hopes-to-cool-the-planet/,2025-12-10,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00280,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129169/a-brief-history-of-sam-altmans-hype/,2025-12-15,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00281,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129171/the-ai-doomers-feel-undeterred/,2025-12-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00282,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129174/the-great-ai-hype-correction-of-2025/,2025-12-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00283,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129179/generative-ai-hype-distracts-us-from-ais-more-important-breakthroughs/,2025-12-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00284,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129181/ai-might-not-be-coming-for-lawyers-jobs-anytime-soon/,2025-12-15,,yes,keyword_fallback,yes,R008,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00285,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129183/what-even-is-the-ai-bubble/,2025-12-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00286,MIT Technology Review,https://www.technologyreview.com/2025/12/10/1129186/the-download-a-controversial-proposal-to-solve-climate-change-and-our-future-grids/,2025-12-10,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00287,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129210/ai-materials-science-discovery-startups-investment/,2025-12-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00288,MIT Technology Review,https://www.technologyreview.com/2025/12/12/1129235/dispatch-thai-space-expo-southeast-asia-exploration/,2025-12-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00289,MIT Technology Review,https://www.technologyreview.com/2025/12/11/1129239/solar-geoengineering-startups-are-getting-serious/,2025-12-11,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00290,MIT Technology Review,https://www.technologyreview.com/2025/12/17/1129259/omar-yaghi-chemist-nobel-prize-crystals-water-air/,2025-12-17,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00291,MIT Technology Review,https://www.technologyreview.com/2025/12/11/1129288/the-download-solar-geoengineerings-future-and-openai-is-being-sued/,2025-12-11,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00292,MIT Technology Review,https://www.technologyreview.com/2025/12/24/1129294/ronald-deibert-citizen-lab-digital-threats-spies-cybersecurity/,2025-12-24,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00293,MIT Technology Review,https://www.technologyreview.com/2025/12/26/1129301/paint-coating-chemicals-materials-cooling-air-conditioning/,2025-12-26,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00294,MIT Technology Review,https://www.technologyreview.com/2025/12/29/1129308/bangladesh-garment-sustainability-frugal-factories/,2025-12-29,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00295,MIT Technology Review,https://www.technologyreview.com/2025/12/12/1129344/expanded-carrier-screening-is-it-worth-it/,2025-12-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00296,MIT Technology Review,https://www.technologyreview.com/2025/12/30/1129392/book-reviews-ai-therapy-mental-health/,2025-12-30,,yes,tag_page,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00297,MIT Technology Review,https://www.technologyreview.com/2025/12/31/1129403/new-emotions-online-life-feelings/,2025-12-31,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00298,MIT Technology Review,https://www.technologyreview.com/2026/01/02/1129409/will-douglas-heaven-el-estepario-siberiano-ed-atkins-laura-jean-mckay/,2026-01-02,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00299,MIT Technology Review,https://www.technologyreview.com/2026/01/02/1129416/head-transplant-surgeon-sergio-canavero-future-job/,2026-01-02,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00300,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129424/puzzle-corner-80/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00301,MIT Technology Review,https://www.technologyreview.com/2025/12/12/1129478/the-download-expanded-carrier-screening-and-how-southeast-asia-plans-to-get-to-space/,2025-12-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00302,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1129479/securing-digital-assets-as-crypto-crime-surges/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00303,MIT Technology Review,https://www.technologyreview.com/2026/01/07/1129490/deploying-a-hybrid-approach-to-web3-in-the-ai-era/,2026-01-07,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00304,MIT Technology Review,https://www.technologyreview.com/2026/01/08/1129506/using-unstructured-data-to-fuel-enterprise-ai-success/,2026-01-08,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00305,MIT Technology Review,https://www.technologyreview.com/2025/12/15/1129719/the-download-introducing-the-ai-hype-correction-package/,2025-12-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00306,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1129737/autonomous-warfare-europe-drones-defense-automated-kill-chains/,2026-01-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00307,MIT Technology Review,https://www.technologyreview.com/2026/01/07/1129748/aadhaar-nandan-nilekani-india-digital-biometric-identity-data/,2026-01-07,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00308,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1129770/editors-letter-january-2026/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00309,MIT Technology Review,https://www.technologyreview.com/2025/12/01/1129773/three-in-a-box-the-collaboration-powering-ericssons-supply-chain-future/,2025-12-01,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00310,MIT Technology Review,https://www.technologyreview.com/2025/12/01/1129777/ericssons-ai-enabled-ibp-transformation-building-the-intelligent-supply-chain-of-the-future/,2025-12-01,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00311,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1129782/ai-large-language-models-biology-alien-autopsy/,2026-01-12,,yes,tag_page,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00312,MIT Technology Review,https://www.technologyreview.com/2025/12/01/1129784/innovation-talk-with-national-commercial-bank-jamaica/,2025-12-01,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00313,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1129797/next-generation-nuclear-reactors-power-energy/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00314,MIT Technology Review,https://www.technologyreview.com/2025/12/16/1129887/quantum-navigation-militarys-gps-jamming-problem/,2025-12-16,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00315,MIT Technology Review,https://www.technologyreview.com/2025/12/16/1129944/the-download-why-2025-has-been-the-year-of-ai-hype-correction-and-fighting-gps-jamming/,2025-12-16,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00316,MIT Technology Review,https://www.technologyreview.com/2025/12/16/1129946/why-its-time-to-reset-our-expectations-for-ai/,2025-12-16,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00317,MIT Technology Review,https://www.technologyreview.com/2026/01/20/1129965/reimagining-erp-for-the-agentic-ai-era/,2026-01-20,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00318,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1129982/hyperscale-ai-data-centers-energy-usage-2026-breakthrough-technology/,2026-01-12,,yes,tag_page,yes,R008,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00319,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1129991/sodium-ion-batteries-2026-breakthrough-technology/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00320,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1129999/gene-editing-base-edited-baby-personalized-drugs-2026-breakthrough-technology/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00321,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130003/mechanistic-interpretability-ai-research-models-2026-breakthrough-technologies/,2026-01-12,,yes,tag_page,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00322,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130006/next-gen-nuclear-reactors-power-energy-2026-breakthrough-technology/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00323,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130011/embryo-scoring-genetic-testing-2026-breakthrough-technology/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00324,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130018/ai-companions-chatbots-relationships-2026-breakthrough-technology/,2026-01-12,,yes,tag_page,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00325,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130022/gene-resurrection-extinct-dna-2026-breakthrough-technology/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00326,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130027/generative-coding-ai-software-2026-breakthrough-technology/,2026-01-12,,yes,tag_page,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00327,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130030/commercial-space-stations-2026-breakthrough-technology/,2026-01-12,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00328,MIT Technology Review,https://www.technologyreview.com/2025/12/18/1130102/ai-materials-discovery/,2025-12-18,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00329,MIT Technology Review,https://www.technologyreview.com/2025/12/18/1130106/the-8-worst-technology-flops-of-2025/,2025-12-18,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00330,MIT Technology Review,https://www.technologyreview.com/2025/12/18/1130128/the-download-the-worst-technology-of-2025-and-sam-altmans-ai-hype/,2025-12-18,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00331,MIT Technology Review,https://www.technologyreview.com/2025/12/18/1130140/take-our-quiz-on-the-year-in-health-and-biotechnology/,2025-12-18,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00332,MIT Technology Review,https://www.technologyreview.com/2025/12/18/1130148/china-ev-battery-recycle/,2025-12-18,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00333,MIT Technology Review,https://www.technologyreview.com/2025/12/22/1130153/geothermal-energy-carbon-capture-kenya-climate-solution/,2025-12-22,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00334,MIT Technology Review,https://www.technologyreview.com/2025/12/19/1130167/the-download-chinas-dying-ev-batteries-and-why-ai-doomers-are-doubling-down/,2025-12-19,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00335,MIT Technology Review,https://www.technologyreview.com/2025/12/24/1130191/good-climate-news-2025/,2025-12-24,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00336,MIT Technology Review,https://www.technologyreview.com/2025/12/22/1130288/gene-therapies-muscle-growth-erectile-dysfunction-radical-longevity/,2025-12-22,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00337,MIT Technology Review,https://www.technologyreview.com/2025/12/25/1130298/ai-wrapped-the-14-ai-terms-you-couldnt-avoid-in-2025/,2025-12-25,,yes,keyword_fallback,yes,R008,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00338,MIT Technology Review,https://www.technologyreview.com/2025/12/26/1130318/mit-technology-review-most-popular-stories-2025/,2025-12-26,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00339,MIT Technology Review,https://www.technologyreview.com/2025/12/23/1130393/how-social-media-encourages-the-worst-of-ai-boosterism/,2025-12-23,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00340,MIT Technology Review,https://www.technologyreview.com/2025/12/23/1130396/how-i-learned-to-stop-worrying-and-love-ai-slop/,2025-12-23,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00341,MIT Technology Review,https://www.technologyreview.com/2025/12/23/1130415/organoid-uterus-microfluidic-chip-embryo/,2025-12-23,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00342,MIT Technology Review,https://www.technologyreview.com/2026/01/05/1130662/whats-next-for-ai-in-2026/,2026-01-05,,yes,tag_page,yes,R008,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00343,MIT Technology Review,https://www.technologyreview.com/2026/01/05/1130672/the-download-kenyas-great-carbon-valley-and-the-ai-terms-that-were-everywhere-in-2025/,2026-01-05,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00344,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130697/10-breakthrough-technologies-2026/,2026-01-12,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00345,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1130707/why-ai-predictions-are-so-hard/,2026-01-06,,yes,tag_page,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00346,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130726/opinion-breakthrough-technology-failures-flops/,2026-01-12,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00347,MIT Technology Review,https://www.technologyreview.com/2026/01/06/1130744/the-download-our-predictions-for-ai-and-good-climate-news/,2026-01-06,,yes,keyword_fallback,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00348,MIT Technology Review,https://www.technologyreview.com/2026/01/07/1130795/what-even-is-a-parameter/,2026-01-07,,yes,tag_page,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00349,MIT Technology Review,https://www.technologyreview.com/2026/01/07/1130806/the-download-war-in-europe-and-the-company-that-wants-to-cool-the-planet/,2026-01-07,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00350,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1130817/vast-astronaut-drew-feustel-nasa-space-station/,2026-01-12,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00351,MIT Technology Review,https://www.technologyreview.com/2026/01/08/1130868/legal-challenges-offshore-wind/,2026-01-08,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00352,MIT Technology Review,https://www.technologyreview.com/2026/01/08/1130880/the-download-mimicking-pregnancys-first-moments-in-a-lab-and-ai-parameters-explained/,2026-01-08,,yes,keyword_fallback,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00353,MIT Technology Review,https://www.technologyreview.com/2026/01/08/1130905/americas-diet-guidelines-ignore-scientific-research-red-meat-beef-tallow/,2026-01-08,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00354,MIT Technology Review,https://www.technologyreview.com/2026/01/20/1130911/the-era-of-agentic-chaos-and-how-data-will-save-us/,2026-01-20,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00355,MIT Technology Review,https://www.technologyreview.com/2026/01/09/1130945/crispr-startup-aurora-betting-regulation-pku/,2026-01-09,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00356,MIT Technology Review,https://www.technologyreview.com/2026/01/09/1130953/the-download-the-case-for-ai-slop-and-helping-crispr-fulfill-its-promise/,2026-01-09,,yes,keyword_fallback,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00357,MIT Technology Review,https://www.technologyreview.com/2026/01/28/1131003/rules-fail-at-the-prompt-succeed-at-the-boundary/,2026-01-28,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00358,MIT Technology Review,https://www.technologyreview.com/2026/02/04/1131014/from-guardrails-to-governance-a-ceos-guide-for-securing-agentic-systems/,2026-02-04,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00359,MIT Technology Review,https://www.technologyreview.com/2026/01/15/1131079/exclusive-ebook-how-agi-became-a-consequential-conspiracy-theory/,2026-01-15,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00360,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1131176/the-download-introducing-this-years-10-breakthrough-technologies/,2026-01-12,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00361,MIT Technology Review,https://www.technologyreview.com/2026/01/12/1131193/ces-showed-me-why-chinese-tech-companies-feel-so-optimistic/,2026-01-12,,yes,tag_page,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00362,MIT Technology Review,https://www.technologyreview.com/2026/01/13/1131245/the-download-sodium-ion-batteries-and-chinas-bright-tech-future/,2026-01-13,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00363,MIT Technology Review,https://www.technologyreview.com/2026/01/14/1131253/data-centers-are-amazing-everyone-hates-them/,2026-01-14,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00364,MIT Technology Review,https://www.technologyreview.com/2026/01/14/1131317/the-download-next-gen-nuclear-and-the-data-center-backlash/,2026-01-14,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00365,MIT Technology Review,https://www.technologyreview.com/2026/01/28/1131340/roundtables-why-ai-companies-are-betting-on-next-gen-nuclear/,2026-01-28,,yes,keyword_fallback,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00366,MIT Technology Review,https://www.technologyreview.com/2026/01/15/1131348/climate-technologies-2026/,2026-01-15,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00367,MIT Technology Review,https://www.technologyreview.com/2026/01/15/1131361/the-download-spying-on-the-spies-and-promising-climate-tech/,2026-01-15,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00368,MIT Technology Review,https://www.technologyreview.com/2026/01/16/1131363/three-technologies-shape-biotech-in-2026-gene-editing-embryo-scoring/,2026-01-16,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00369,MIT Technology Review,https://www.technologyreview.com/2026/01/21/1131366/rethinking-ais-future-in-an-augmented-workplace/,2026-01-21,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00370,MIT Technology Review,https://www.technologyreview.com/2026/01/16/1131375/the-download-ai-coding-hype-and-biotech-trends-to-watch/,2026-01-16,,yes,keyword_fallback,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00371,MIT Technology Review,https://www.technologyreview.com/2026/01/01/1131377/innovation-talk-with-eurobank/,2026-01-01,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00372,MIT Technology Review,https://www.technologyreview.com/2026/01/19/1131384/what-its-like-to-be-banned-from-the-us-for-fighting-online-hate/,2026-01-19,,no,,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00373,MIT Technology Review,https://www.technologyreview.com/2026/01/19/1131422/going-beyond-pilots-with-composable-and-sovereign-ai/,2026-01-19,,yes,keyword_fallback,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
DMITTECHN00374,MIT Technology Review,https://www.technologyreview.com/2026/01/19/1131450/the-download-the-us-digital-rights-crackdown-and-ai-companionship/,2026-01-19,,yes,keyword_fallback,no,,SM-MIT-sitemap-36,https://www.technologyreview.com/sitemap-36.xml
