row_id,investor,date_of_source,claim_type,value,unit,source_type,url,quote_verbatim,notes
ST45,Jaan Tallinn,2025-09 (approx.),stake_value,roughly 250x return (excluding dilution) - UNVERIFIED SNIPPET,multiple,aggregator,https://app.dealroom.co/news/note/jaan-tallinn-the-quiet-force-behind-ai-s-biggest-bets,"Jaan Tallinn led Anthropic's $124 million Series A in May 2021, when the AI lab was just founded and valued at $623 million. [...] Excluding dilution, Tallinn's Anthropic investment has returned roughly 250x in under 4.5 years, as the company now raises capital at a $183 billion post-money valuation.","NOT VERIFIED: the Dealroom page is behind a Cloudflare block (direct, r.jina.ai, WebFetch) and has no Wayback capture; this text is the search-engine summary of the page, not a fetched quote. The $623M post-money is a Forge/Dealroom secondary-data figure, not an Anthropic disclosure. Do not use in a figure without re-verification."
ST46,Jaan Tallinn,2026-09-14,stake_value,no Forbes profile exists,n/a,Forbes-Bloomberg estimate,https://www.forbes.com/profile/jaan-tallinn/,The Wayback Machine has not archived that URL.,"forbes.com carries no billionaire profile for Tallinn (Wayback has never captured one), so there is no Forbes attribution of an Anthropic stake value to check."
ST47,Eric Schmidt,2021-05-28,amount_invested,not disclosed,USD,issuer release,https://www.anthropic.com/news/anthropic-raises-124-million-to-build-more-reliable-general-ai-systems,"The round included participation from James McClave, Dustin Moskovitz, the Center for Emerging Risk Research, Eric Schmidt, and others.",Series A participant; no amount.
ST48,Eric Schmidt (Hillspire family office),2025-01-21,amount_invested,not disclosed,USD,press,https://www.cnbc.com/2025/01/21/eric-schmidts-family-office-invests-ai-startups.html,"Eric Schmidt’s family office, called Hillspire, has made investments in 22 private AI firms since 2019, according to data provided exclusively to CNBC by Fintrx. The funding rounds for the 22 companies that Schmidt has invested since 2019 total more than $5 billion, according to Fintrx. Schmidt’s bets include some of the largest AI startups, including Anthropic and SandboxAQ.","CNBC (Inside Wealth). The $5B is the size of the rounds, not Schmidt’s cheques. Saved: docs/cnbc-schmidt-hillspire.html/.txt."
ST49,Eric Schmidt,2026-09-13,stake_value,"not attributed (Forbes net worth 37.8B, Anthropic not mentioned)",USD,Forbes-Bloomberg estimate,https://www.forbes.com/profile/eric-schmidt/,"PROFILE Eric Schmidt $37.8B Real Time Net Worth as of 9/13/26 Reflects change since 5 pm ET of prior trading day. #58 in the world today [...] He co-founded Innovation Endeavors, a venture capital firm that has invested in Uber, SoFi, and Zymergen, among others. In May 2015, his family's investment vehicle bought a 20% stake in hedge fund firm D.E. Shaw & Co. for an undisclosed price.",Wayback capture 2026-09 (docs/wb-forbes-profile-schmidt.html). “Anthropic” does not appear on the profile page. Bloomberg profile not retrievable (robot page).
ST50,James (Jim) McClave,2021-05-28,amount_invested,not disclosed,USD,issuer release,https://www.anthropic.com/news/anthropic-raises-124-million-to-build-more-reliable-general-ai-systems,"The round included participation from James McClave, Dustin Moskovitz, the Center for Emerging Risk Research, Eric Schmidt, and others.",Series A participant.
ST51,James (Jim) McClave,2022-04-29,amount_invested,not disclosed,USD,issuer release,https://www.anthropic.com/news/anthropic-raises-series-b-to-build-safe-reliable-ai,"The round also included participation from Caroline Ellison, Jim McClave, Nishad Singh, Jaan Tallinn, and the Center for Emerging Risk Research (CERR).",Series B participant.
ST52,James (Jim) McClave,2024-03-10,amount_invested,not disclosed,USD,press,https://www.cnn.com/2024/03/10/politics/pro-biden-dark-money-group-invs/index.html,"The second-largest donation in 2022 to the non-profit arm of Future Forward, the primary Super PAC supporting Biden, came from a group run by James McClave and Emily Berger. The couple work at Jane Street, a Manhattan trading firm, and McClave was an early investor in the AI company Anthropic. [...] McClave was an early investor in Anthropic, which runs the AI chatbot Claude, participating in the company’s Series A and Series B rounds in 2021 and 2022.",CNN Politics 2024-03-10. Also: “McClave and Berger are also the officers of the similarly named BEMC Foundation”. No stake figures anywhere in the piece. Saved: docs/cnn-mcclave.html/.txt.
ST53,"James (Jim) McClave (BEMC Foundation, EIN 85-4281986)",2024-12-31,shares,no Anthropic shares listed,n/a,IRS 990-PF filing,https://projects.propublica.org/nonprofits/full_text/202523219349100137/InvestmentsOtherSchedule2,"Category/ Item Listed at Cost or FMV Book Value End of Year Fair Market Value 0.165831% IN JSHP LLLP AT COST 25,488,386 41,130,873","BEMC Foundation Form 990-PF TY2024 (submission 2025-11-17): the only “Investments—other” item is a 0.165831% interest in JSHP LLLP; TY2023 shows 0.227037% in JSHP LLLP (FMV 41,753,839). “Anthropic” does not appear in either return. So McClave’s Anthropic shares, if still held, are personal or in another entity. Saved: docs/990pf-bemc-foundation-*.html."
ST54,Center for Emerging Risk Research (now Macroscopic Ventures),2021-05-28,amount_invested,not disclosed,USD,issuer release,https://www.anthropic.com/news/anthropic-raises-124-million-to-build-more-reliable-general-ai-systems,"The round included participation from James McClave, Dustin Moskovitz, the Center for Emerging Risk Research, Eric Schmidt, and others.",Series A participant; also Series B (“the Center for Emerging Risk Research (CERR)” in the 2022-04-29 release).
ST55,Center for Emerging Risk Research (now Macroscopic Ventures),2026-09-14,amount_invested,not disclosed,USD,aggregator,https://forum.effectivealtruism.org/topics/center-for-emerging-risk-research,"Macroscopic Ventures is a nonprofit focused on reducing existential risks from conflict (e.g., via cooperative AI), catastrophic AI misuse by malevolent or fanatical actors (e.g., via compute governance or information security), and improving AI welfare. It gave around $30 million in grants in 2025. Past grants include the NYU Mind, Ethics, and Policy Program, the Center on Long-Term Risk, the Cooperative AI Foundation, and the Institute for Law and AI. Past investments include Anthropic's Series A and Series B.","EA Forum topic page (community-maintained). ProPublica Nonprofit Explorer search for “Emerging Risk Research” and “Macroscopic Ventures” returned no US filer, so no 990 investment schedule could be checked. Saved: docs/eaforum-cerr-topic.txt."
ST56,Anthropic (cap-table anchor),2024-03-22,share_price,30.00,USD per share (FTX estate sale #1),court filing,https://storage.courtlistener.com/recap/gov.uscourts.deb.188450/gov.uscourts.deb.188450.10241.1.pdf,"Total 29,465,891 $884,109,327","Arithmetic: 884,109,327 / 29,465,891 = 30.004. All 24 purchaser lines in Exhibit 1 are at this price (e.g., ATIC 16,664,167 / $499,999,999; Fidelity funds 1,499,775 / $44,999,999)."
ST57,Anthropic (cap-table anchor),2024-05-31,share_price,30.00,USD per share (FTX estate sale #2),court filing,https://restructuring.ra.kroll.com/FTX/Home-DownloadPDF?id1=MzExNDkzMg==&id2=-1,"Total 15,073,349 $452,268,300","Arithmetic: 452,268,300 / 15,073,349 = 30.004. Press: “FTX sold the remaining 15 million shares for about $30 each, netting over $450 million in proceeds” (The Block 2024-06-01, docs/wb-theblock-ftx-sale2.txt)."
ST58,Anthropic (cap-table anchor),2022-04-30,share_count,"328460472 (implied, fully diluted)",shares,court filing,https://restructuring.ra.kroll.com/FTX/Home-DownloadPDF?id1=MzA1NzAzMA==&id2=-1,"Upon the closing of Anthropic’s Series B funding on April 30, 2022, Clifton Bay owned approximately 13.56% of Anthropic, on a fully diluted basis.","Arithmetic from two numbers in Doc 6952: 44,539,240 / 0.1356. “Approximately” in the source, so treat as +/- rounding of the percentage (13.555-13.565% gives 328.3M-328.6M). Two-number arithmetic: 328,460,472 x $11.2261 = $3.687B implied fully diluted post-money at Series B."
ST59,Anthropic (cap-table anchor),2024-01,share_count,"568102551 (implied, fully diluted)",shares,court filing,https://restructuring.ra.kroll.com/FTX/Home-DownloadPDF?id1=MzA1NzAzMA==&id2=-1,"To the Debtors’ knowledge, as of January 2024, Clifton Bay currently holds approximately 7.84% of Anthropic, on a fully diluted basis, following subsequent financing rounds undertaken by Anthropic.","Arithmetic: 44,539,240 / 0.0784. At the $30.00 sale price two months later that share count corresponds to $17.0B (cf. Series D $18.4B post-money reported Dec 2023/Jan 2024)."
ST60,Anthropic (cap-table anchor),2025-05-02,share_price,56.09,"USD per share (Series E price, used in May 2025 employee tender)",press,https://www.maginative.com/article/anthropic-launches-first-employee-share-buyback-at-61-5-billion-valuation/,Each eligible participant can sell up to $2 million worth of shares at $56.09 per share—the same price set during the company’s $3.5 billion funding round in March led by Lightspeed Venture Partners.,"Maginative 2025-05-02/03 summarising The Information (“Anthropic to Buy Back Employee Shares at $61.5 Billion Valuation”, 2025-05-02, paywalled; headline capture docs/wb-theinformation-buyback-2025.html). Saved: docs/maginative-tender-2025.html/.txt."
ST61,Anthropic (cap-table anchor),2025-03-03,share_count,"1096452000 (implied, if $61.5B post-money is on the same share base as $56.09)",shares,press,https://www.anthropic.com/news/anthropic-raises-series-e-at-usd61-5b-post-money-valuation,Anthropic has raised $3.5 billion at a $61.5 billion post-money valuation.,"Arithmetic: 61,500,000,000 / 56.09 = 1,096,451,000. CAVEAT: this is 1.93x the Jan-2024 implied fully diluted count (568.1M). Series D+E new shares alone do not explain the gap; Amazon’s 10-Q says a portion of its $8.0B convertible notes converted to preferred in Q1 2025 (and Google held convertible instruments too), which is the obvious candidate, but conversion prices are not public. Treat the 1,096M figure as unreconciled."
ST62,Anthropic (cap-table anchor),2026-04-08,share_price,not disclosed (tender at $350B valuation),USD per share,press,https://www.bloomberg.com/news/articles/2026-04-08/anthropic-completes-tender-offer-but-employees-hold-onto-shares,"Anthropic employees have sold some equity to investors, wrapping up a secondary share sale that started earlier this year, according to people familiar with the matter. But some investors weren’t able to pick up as many shares as they planned because of the limited number that employees were willing to sell.","Bloomberg 2026-04-08 (Wayback). SecondaryLink headlines: “Anthropic launches tender offer at $350 billion valuation” / “Anthropic completes tender offer at $350 billion valuation” (docs/secondarylink-tender-2026-*.txt, bodies paywalled). No per-share price published for the 2026 tender."
ST63,Anthropic (cap-table anchor),2026-06-30,share_price,not disclosed (Series G and H),USD per share,SEC filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm,"In Q2 2026, we invested $5.0 billion in Anthropic Series G nonvoting preferred stock. [...] in Q2 2026, we exercised our option to participate in subsequent Anthropic equity financings by investing $5.0 billion in Anthropic Series H nonvoting preferred stock [...] As of December 31, 2025 and June 30, 2026, the amounts recorded on our consolidated balance sheets for nonvoting preferred stock were approximately $14.8 billion and $92.5 billion.","Amazon 10-Q Q2 2026, Note 2 (quotes via WebFetch; sec.gov refused curl; see docs/amzn-10q-2026q2-webfetch-notes.txt). Gives dollar amounts and carrying values only; no per-share price, share count or percentage."
ST64,Anthropic (cap-table anchor),2026-02-12,percent,"just over 1.8 (each of seven cofounders, Forbes estimate)",% ,Forbes-Bloomberg estimate,https://www.forbes.com/sites/richardnieva/2026/02/12/anthropics-seven-billionaire-cofounders-nearly-double-their-fortunes-as-ai-giants-valuation-soars-to-380-billion/,"That nearly doubled the fortunes of its seven billionaire cofounders, led by CEO Dario Amodei and his sister Daniela Amodei, to $7 billion apiece, Forbes estimates. [...] Forbes estimates that Anthropic’s seven cofounders each own just over 1.8% of the company.","Included as the only published Forbes percentage estimate for any Anthropic holder (calibration of Forbes’ method: 1.8% x $380B = $6.84B, matching the “$7 billion apiece”). Wayback capture 2026-02-13; docs/wb-forbes-nieva-founders.html."
ST65,Anthropic (cap-table anchor),2026-05-29,percent,"just over 1.7 (each of seven cofounders, Forbes estimate)",%,Forbes-Bloomberg estimate,https://www.forbes.com/sites/richardnieva/2026/05/29/anthropics-cofounders-worth/,"It also ballooned the individual fortunes of Anthropic’s seven cofounders — more than doubling their net worths to $16.6 billion apiece, Forbes estimates. [...] Forbes estimates that Anthropic’s cofounders each own just over 1.7% of the company. An Anthropic spokesperson declined to comment on their stakes or net worths.","Forbes 2026-05-29 (Wayback). Shows Forbes’ dilution step between Series G and H (1.8% -> 1.7%); 1.7% x $965B = $16.4B, consistent with “$16.6 billion apiece”. Anthropic declines to confirm any holder’s stake."
ST66,Anthropic (cap-table anchor),2026-08-31,share_price,777.4 (estimate),USD per share,aggregator,https://www.nasdaqprivatemarket.com/company/anthropic/,"Nasdaq Private Market estimates that Anthropic price per share was $777.4 as of August 31, 2026. This Anthropic share value estimate (known as the NPM price) is based on market activity, publicly-sourced valuation data, and other proprietary information.",Aggregator model price; the round-by-round “Price per share” column on the same page is masked (XXXXX) behind a login. Saved: docs/npm-anthropic.html/.txt.
ST67,Anthropic (cap-table anchor),2026-04-20,share_price,382 (estimate),USD per share,aggregator,https://public.com/company/anthropic-anth,"Amazon invested ~$8B in Anthropic for ~7.8% ownership. At the estimated secondary market price of $382/share, the position is worth an estimated ~$43B — about 2% of AMZN's ~$2.1T market cap. Data as of 4/20/26.",Public.com (data “provided by Nasdaq Private Market (Tape D)”). The “~7.8% ownership” for Amazon is unsourced and conflicts with Amazon’s own 10-Q figures ($13B invested); low quality. Saved: docs/public-anthropic.html/.txt.
ST68,Anthropic (cap-table anchor),2026-09-14,share_price,870.36 (algorithmic),USD per share,aggregator,https://notice.co/c/anthropic,Anthropic Stock $870.36 [...] Anthropic stock price is built algorithmically using secondary market and reference data. [...] Anthropic stock is not currently traded in the private markets. We do not have enough data to print a price history for Anthropic right now.,Notice.co; internally contradictory (a price with “not enough data”). Lowest quality. Saved: docs/notice-anthropic.html/.txt.
ST69,Anthropic (cap-table anchor),2026-05-28,stake_value,965000000000 (post-money),USD,issuer release,https://www.anthropic.com/news/series-h,"Anthropic has raised $65 billion in Series H funding led by Altimeter Capital, Dragoneer, Greenoaks, and Sequoia Capital, valuing the company at $965 billion post-money. [...] It also includes $15 billion of previously committed investments from hyperscalers, including $5 billion from Amazon.",Latest priced round; valuation anchor for any stake-value statement.
ST70,Anthropic (cap-table anchor),2026-02-12,stake_value,380000000000 (post-money),USD,issuer release,https://www.anthropic.com/news/anthropic-raises-30-billion-series-g-funding-380-billion-post-money-valuation,"We have raised $30 billion in Series G funding led by GIC and Coatue, valuing Anthropic at $380 billion post-money.",Valuation anchor (Series G).
ST71,Anthropic (cap-table anchor),2025-09-02,stake_value,183000000000 (post-money),USD,issuer release,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,Anthropic has completed a Series F fundraising of $13 billion led by ICONIQ. This financing values Anthropic at $183 billion post-money.,Valuation anchor (Series F).
